locode,locode_alias,name,name_alias,wni_country_code,wni_area_code,latitude,longitude,timezone,has_berth,has_port_forecast
JPKKO,,KOMENOTSU,,,,32.1334,130.3363,Asia/Tokyo,No,No
JPKKW,,KANOKAWA,,,,34.1645,132.4323,Asia/Tokyo,No,No
JPKMJ,,KUMAMOTO,,,,32.7604,130.5846,Asia/Tokyo,No,No
JPKND,,KANDA,,,,33.798,131.0125,Asia/Tokyo,No,No
JPKNE,,KINOE TERMINAL,,,,34.2059,132.841,Asia/Tokyo,No,No
JPKNU,,KINUURA,,,,34.8241,136.9563,Asia/Tokyo,No,No
JPKNX,,KINNAKAGUSUKU,,,,26.2137,127.7808,Asia/Tokyo,No,No
JPKNZ,,KANAZAWA,,,,36.6242,136.6021,Asia/Tokyo,No,No
JPKOJ,,KAGOSHIMA,,,,31.5829,130.5707,Asia/Tokyo,No,No
JPKOM,,KOMATSUSHIMA,,,,34.009,134.5946,Asia/Tokyo,No,No
JPKRE,,KURE,,,,34.2327,132.5421,Asia/Tokyo,No,No
JPKSA,,KASAOKA,,,,34.4972,133.5063,Asia/Tokyo,No,No
JPKSD,,KASADO,,,,33.9554,131.8449,Asia/Tokyo,No,No
JPKSK,,KUROSAKI,,,,33.8819,130.7775,Asia/Tokyo,No,No
JPKTG,,KUTSUGATA,,,,45.1896,141.1314,Asia/Tokyo,No,No
JPKUH,,KUSHIRO,,,,42.994,144.3202,Asia/Tokyo,No,No
JPKUM,,YAKUSHIMA,,,,30.3161,130.6643,Asia/Tokyo,No,No
JPKWE,,KAWAGOE,,,,34.9938,136.6737,Asia/Tokyo,No,No
JPKWJ,,KAWAJIRI,,,,34.2343,132.7049,Asia/Tokyo,No,No
JPKWN,,MISHIMA KAWANOE,,,,33.995,133.5407,Asia/Tokyo,No,No
JPKWS,,KAWASAKI,HIGASHIOGISHIMA,,,35.5072,139.7828,Asia/Tokyo,Yes,No
JPKZU,,KISARAZU,,,,35.3639,139.8883,Asia/Tokyo,No,No
JPMAI,,MAIZURU,,,,35.4948,135.365,Asia/Tokyo,No,No
JPMAR,,MARUGAME,,,,34.3108,133.7713,Asia/Tokyo,No,No
JPMBE,,MONBETSU,,,,44.3475,143.3719,Asia/Tokyo,No,No
JPMII,,MIIKE,,,,33.0118,130.3978,Asia/Tokyo,No,No
JPMIN,,MINAMATA,,,,32.191,130.3666,Asia/Tokyo,No,No
JPMIS,,"MISUMI, KUMAMOTO",,,,32.5959,130.4643,Asia/Tokyo,No,No
JPMIY,,MIYAZU,,,,35.5631,135.1628,Asia/Tokyo,No,No
JPMIZ,,MIZUSHIMA,,,,34.489,133.691,Asia/Tokyo,No,No
JPMKS,,MITSUKOSHIMA,,,,34.1961,132.5,Asia/Tokyo,No,No
JPMKW,,MIKAWA,,,,34.733,137.2974,Asia/Tokyo,No,No
JPMMI,,"MISUMI, SHIMANE",,,,34.7923,131.9233,Asia/Tokyo,No,No
JPMOJ,,MOJI,,JP,MOJ,33.945,130.9483,Asia/Tokyo,Yes,Yes
JPMSA,,MATSUSAKA,,,,34.6177,136.5603,Asia/Tokyo,No,No
JPMTR,,MUTSURE,,,,33.9741,130.869,Asia/Tokyo,No,No
JPMUR,,MURORAN,,,,42.3484,140.9681,Asia/Tokyo,No,No
JPMUT,,MUTSU OGAWARA,,,,40.9285,141.3983,Asia/Tokyo,No,No
JPMYJ,,MATSUYAMA,,,,33.8703,132.6975,Asia/Tokyo,No,No
JPMYK,,MIYAKO,,,,39.6363,141.979,Asia/Tokyo,No,No
JPMZK,,MIYAZAKI,,,,31.9263,131.48,Asia/Tokyo,No,No
JPNAH,,NAHA,OKINAWA,,,26.2435,127.665,Asia/Tokyo,No,No
JPNAN,,MITAJIRI NAKANOSEKI,,,,33.9989,131.55,Asia/Tokyo,No,No
JPNAO,,NAOETSU,,,,37.1999,138.2547,Asia/Tokyo,No,No
JPNAS,,NAOSHIMA,,,,34.4782,133.9788,Asia/Tokyo,No,No
JPNAT,,NAKATSU,,,,33.617,131.241,Asia/Tokyo,No,No
JPNAZ,,NAZE,,,,28.3978,129.5015,Asia/Tokyo,No,No
JPNEM,,NEMURO,,,,43.3467,145.5785,Asia/Tokyo,No,No
JPNGO,,NAGOYA,AICHI,JP,NAG,35.0233,136.845,Asia/Tokyo,Yes,Yes
JPNGS,,NAGASAKI,,,,32.7352,129.8619,Asia/Tokyo,No,No
JPNIT,,NAMIKATA,,,,34.1127,132.9702,Asia/Tokyo,No,No
JPNNO,,NANAO,,,,37.0703,136.9999,Asia/Tokyo,No,No
JPNSR,,NOSHIRO,,,,40.207,139.9882,Asia/Tokyo,No,No
JPOFO,,OFUNATO,,,,39.0477,141.7284,Asia/Tokyo,No,No
JPOIT,,OITA,,,,33.2601,131.7518,Asia/Tokyo,No,No
JPOMZ,,OMAEZAKI,,,,34.626,138.2262,Asia/Tokyo,No,No
JPONA,,ONAHAMA,,,,36.9189,140.8843,Asia/Tokyo,No,No
JPOND,,ONODA,,,,33.9712,131.1593,Asia/Tokyo,No,No
JPONS,,OHNISHI,,,,34.0709,132.9149,Asia/Tokyo,No,No
JPONX,,ONOMICHI ITOZAKI,,,,34.3996,133.1908,Asia/Tokyo,No,No
JPOSA,,OSAKA,,JP,OSA,34.637,135.3903,Asia/Tokyo,Yes,Yes
JPOTK,,OTAKE,,,,34.2272,132.2417,Asia/Tokyo,No,No
JPOTR,,OTARU,,,,43.1981,141.0186,Asia/Tokyo,No,No
JPOWA,,OWASE,,,,34.0475,136.2931,Asia/Tokyo,No,No
JPRAU,,RAUSU,,,,44.0163,145.1999,Asia/Tokyo,No,No
JPRHK,,REIHOKU,,,,32.4807,130.0328,Asia/Tokyo,No,No
JPRMI,,RUMOI,,,,43.9702,141.6325,Asia/Tokyo,No,No
JPRYO,,RYOTSU,,,,38.0857,138.4446,Asia/Tokyo,No,No
JPSAE,,SAIKI,,,,32.9788,131.9167,Asia/Tokyo,No,No
JPSAG,,SAGANOSEKI,,,,33.2528,131.8664,Asia/Tokyo,No,No
JPSBK,,SAKAISENBOKU,,,,34.5381,135.3816,Asia/Tokyo,No,No
JPSBS,,SHIBUSHI,,,,31.4588,131.1049,Asia/Tokyo,No,No
JPSDJ,JPSGM,SENDAI,SENDAISHIOGAMA,,,38.2684,141.0383,Asia/Tokyo,Yes,No
JPSDU,,SODEGAURA,,,,35.4836,139.9535,Asia/Tokyo,No,No
JPSEN,,SATSUMASENDAI,,,,31.8648,130.1854,Asia/Tokyo,No,No
JPSFI,,FUKUI,,,,36.2098,136.1129,Asia/Tokyo,No,No
JPSHN,,SHINGU,,,,33.6695,135.9823,Asia/Tokyo,No,No
JPSHS,,SHIMONOSEKI,,,,33.9375,130.9365,Asia/Tokyo,No,No
JPSKD,,SAKAIDE,,,,34.3369,133.8534,Asia/Tokyo,No,No
JPSKT,,SAKATA,,,,38.9415,139.7975,Asia/Tokyo,No,No
JPSMJ,,SHINMOJI,,,,33.8721,130.9953,Asia/Tokyo,No,No
JPSMN,,SAKAIMINATO,,,,35.5317,133.259,Asia/Tokyo,No,No
JPSMZ,,SHIMIZU,,,,35.026,138.5118,Asia/Tokyo,Yes,No
JPSOM,,SOMA,,,,37.8409,140.9724,Asia/Tokyo,No,No
JPSSB,,SASEBO,,JP,SSB,33.1513,129.7145,Asia/Tokyo,Yes,Yes
JPSSU,,SENSYU,,,,34.438,135.3032,Asia/Tokyo,No,No
JPSTD,,SETODA,,,,34.3149,133.0963,Asia/Tokyo,No,No
JPSUK,,SUKUMOWAN,,,,32.9196,132.6902,Asia/Tokyo,No,No
JPSUZ,,SUSAKI,,,,33.3746,133.2842,Asia/Tokyo,No,No
JPSYZ,,SHIRIYAZAKI,,,,41.4135,141.4286,Asia/Tokyo,No,No
JPSZK,,SENZAKI,,,,34.3947,131.2084,Asia/Tokyo,No,No
JPTAD,,TADOTSU,,,,34.2824,133.7387,Asia/Tokyo,No,No
JPTAE,,TANABE,,,,33.7251,135.3603,Asia/Tokyo,No,No
JPTAK,,TAKAMATSU,,,,34.3653,134.0575,Asia/Tokyo,No,No
JPTAR,,TAHARA,,,,34.7343,137.2992,Asia/Tokyo,No,No
JPTBN,,TACHIBANA,,,,33.8707,134.6653,Asia/Tokyo,No,No
JPTBT,,TOBATA,,,,33.9069,130.8217,Asia/Tokyo,No,No
JPTGO,,TAGONOURA,,,,35.1337,138.6999,Asia/Tokyo,No,No
JPTHR,,TAKEHARA,,,,34.3252,132.9164,Asia/Tokyo,No,No
JPTHS,,TOYOHASHI,,,,34.7304,137.317,Asia/Tokyo,No,No
JPTKM,,TAKUMA,,,,34.2401,133.6802,Asia/Tokyo,No,No
JPTMI,,TSUKUMI,,,,33.0853,131.8748,Asia/Tokyo,No,No
JPTMK,,TOMAKOMAI,,,,42.6242,141.624,Asia/Tokyo,Yes,No
JPTOB,,TOBA,,,,34.4808,136.8486,Asia/Tokyo,No,No
JPTOK,,TOKACHI,,,,42.3009,143.3424,Asia/Tokyo,Yes,No
JPTOS,,TOYAMASHINKO,,,,36.7799,137.116,Asia/Tokyo,No,No
JPTOY,JPFTX,TOYAMA,FUSHIKI TOYAMA,,,36.7602,137.2259,Asia/Tokyo,No,No
JPTRG,,TSURUGA,,,,35.6753,136.06,Asia/Tokyo,No,No
JPTXD,JPTKY,TOKUYAMA,TOKUYAMA KUDAMATSU,,,34.0483,131.7839,Asia/Tokyo,No,No
JPTYO,,TOKYO,,JP,TOK,35.5961,139.7827,Asia/Tokyo,Yes,Yes
JPUAO,,URAGO,,,,36.0899,132.9993,Asia/Tokyo,No,No
JPUBJ,,UBE,,,,33.9345,131.2283,Asia/Tokyo,No,No
JPUCH,,UCHIUMI,,,,31.7541,131.4736,Asia/Tokyo,No,No
JPUKB,,KOBE,,JP,KOB,34.6865,135.222,Asia/Tokyo,Yes,Yes
JPUNO,,UNO,,,,34.4884,133.9534,Asia/Tokyo,No,No
JPURG,,URAGA SUIDO,,,,35.2169,139.7328,Asia/Tokyo,No,No
JPUSK,,USUKI,,,,33.1273,131.816,Asia/Tokyo,No,No
JPWJM,,WAJIMA,,,,37.4013,136.9054,Asia/Tokyo,No,No
JPWKJ,,WAKKANAI,,,,45.4136,141.6941,Asia/Tokyo,No,No
JPYAN,,YANAI,,,,33.9498,132.1343,Asia/Tokyo,No,No
JPYAT,,YATSUSHIRO,,,,32.5274,130.5312,Asia/Tokyo,No,No
JPYKK,,YOKKAICHI,,,,34.9607,136.6493,Asia/Tokyo,Yes,No
JPYOK,,YOKOHAMA,,JP,YOK,35.4474,139.686,Asia/Tokyo,Yes,Yes
JPYOS,,YOKOSUKA,,,,35.2839,139.6827,Asia/Tokyo,No,No
JPYUR,,YURA,,,,33.9591,135.1055,Asia/Tokyo,No,No
JPYWA,,YAWATA,,,,33.9256,130.8647,Asia/Tokyo,No,No
KEMBA,,MOMBASA,,KE,MOM,-4.0742,39.6606,Africa/Nairobi,Yes,Yes
KHKKZ,,KOH KONG,,,,11.6114,102.973,Asia/Phnom_Penh,No,No
KHKOS,,SIHANOUKVILLE,KAMPONG SAOM,KH,SHNKU,10.6506,103.5057,Asia/Phnom_Penh,Yes,Yes
KITRW,,TARAWA,,,,1.3169,172.9769,Pacific/Tarawa,No,No
KMMUT,,MUTSAMUDU,ANJOUAN,,,-12.1673,44.3906,Indian/Comoro,No,No
KMYVA,,MORONI,,,,-11.7,43.25,Indian/Comoro,No,No
KNBAS,,BASSETERRE,,,,17.2902,-62.7242,America/St_Kitts,No,No
KRBNP,,BUSAN NEW PORT,,,,35.0751,128.7852,Asia/Seoul,Yes,No
KRBOR,,BORYEONG,,,,36.4069,126.4839,Asia/Seoul,No,No
KRCHA,,JEJU,CHEJU,,,33.5319,126.543,Asia/Seoul,No,No
KRHDG,,HADONG,,,,34.9354,127.8169,Asia/Seoul,No,No
KRINC,,INCHEON,,KR,INC,37.4399,126.6039,Asia/Seoul,Yes,Yes
KRKAN,,Kwangyang,,KR,KWAN,34.8941,127.6677,Asia/Seoul,Yes,Yes
KRKPO,,POHANG,,,,36.0244,129.4249,Asia/Seoul,No,No
KRKUV,,KUNSAN,GUNSAN,,,35.9771,126.5392,Asia/Seoul,No,No
KRMAS,,MASAN,,,,35.1867,128.5806,Asia/Seoul,No,No
KRMOK,,MOKPO,,KR,MOK,34.7747,126.3832,Asia/Seoul,Yes,Yes
KRMUK,,MUGHO,MUKHO,,,37.538,129.1206,Asia/Seoul,No,No
KROKK,,OKKE,,,,37.6213,129.0623,Asia/Seoul,No,No
KROKP,,OKPO,,,,34.8861,128.7088,Asia/Seoul,No,No
KRONS,,ONSAN,,,,35.4497,129.3917,Asia/Seoul,Yes,No
KRPTK,,PYEONGTAEK,,KR,PYO,36.9989,126.767,Asia/Seoul,Yes,Yes
KRPUS,,BUSAN,PUSAN,KR,BUS,35.1071,129.0541,Asia/Seoul,Yes,Yes
KRSCP,,SAMCHEONPO,,,,34.9004,128.1081,Asia/Seoul,No,No
KRSHO,,SOKCHO,,,,38.2037,128.6007,Asia/Seoul,No,No
KRSPO,,SEOGWIPO,,,,33.2309,126.5665,Asia/Seoul,No,No
KRSUK,,SAMCHEOK,,,,37.4311,129.1954,Asia/Seoul,No,No
KRTAN,,TAEAN,,,,36.9161,126.2428,Asia/Seoul,No,No
KRTGH,,DONGHAE,BUKPYUNG,KR,BPG,37.4951,129.151,Asia/Seoul,Yes,Yes
KRTJI,,DANGJIN,,,,37.0747,126.5115,Asia/Seoul,No,No
KRTSN,,DAESAN,TAESAN,KR,DAE,37.0238,126.3719,Asia/Seoul,Yes,Yes
KRTYG,,TONGYEONG,,,,34.8301,128.452,Asia/Seoul,No,No
KRUSN,,ULSAN,,KR,ULN,35.4614,129.3826,Asia/Seoul,Yes,Yes
KRYOS,,YEOSU,,,,34.7347,127.7516,Asia/Seoul,No,No
KWKWI,,KUWAIT,,KW,KUW,29.3522,47.9279,Asia/Kuwait,Yes,Yes
KWMEA,,MINA AL AHMADI,,,,29.0525,48.1677,Asia/Kuwait,No,No
KWMIB,KWSAA,MINA ABD ALLAH,SHUAIBA,,,29.0452,48.1684,Asia/Kuwait,Yes,No
KWMIS,,MINA SAUD,,,,28.7016,48.3915,Asia/Kuwait,No,No
KWSWK,,SHUWAIKH,,,,29.3539,47.9304,Asia/Kuwait,No,No
KYGEC,,GEORGETOWN,GRAND CAYMAN,,,19.2969,-81.3933,America/Cayman,No,No
LBBEY,,BEIRUT,,LB,BRT,33.9119,35.5308,Asia/Beirut,Yes,Yes
LBJIE,,JIEH,,,,33.6681,35.4115,Asia/Beirut,No,No
LBKYE,,TRIPOLI,,,,34.456,35.8201,Asia/Beirut,No,No
LBSDN,,SIDON,,,,33.5702,35.3689,Asia/Beirut,No,No
LCCAS,,CASTRIES,,,,14.0126,-60.9966,America/St_Lucia,No,No
LCVIF,,VIEUX FORT,,,,13.7162,-60.9552,America/St_Lucia,No,No
LKCMB,,COLOMBO,,LK,CMB,6.9494,79.8482,Asia/Colombo,Yes,Yes
LKGAL,,GALLE,,,,6.0331,80.2245,Asia/Colombo,No,No
LKHBA,,HAMBANTOTA,,,,6.1174,81.1086,Asia/Colombo,No,No
LKTRR,,TRINCOMALEE,,,,8.5562,81.2136,Asia/Colombo,No,No
LRMLW,,MONROVIA,,LR,MOR,6.3468,-10.8001,Africa/Monrovia,Yes,Yes
LRUCN,,BUCHANAN,,,,5.8585,-10.0585,Africa/Monrovia,No,No
LTBOT,,BOTINGE TERMINAL,,,,56.0333,20.95,Europe/Vilnius,No,No
LTKLJ,,KLAIPEDA,,LT,KLP,55.7254,21.0927,Europe/Vilnius,Yes,Yes
LVLPX,,LIEPAJA,,,,56.5245,20.9619,Europe/Riga,No,No
LVRIX,,RIGA,,LV,RIG,56.9845,24.092,Europe/Riga,Yes,Yes
LVVNT,,VENTSPILS,,,,57.4025,21.5328,Europe/Riga,No,No
LYBEN,,BENGHAZI,,,,32.1166,20.0225,Africa/Tripoli,No,No
LYBOU,,BOURI TERMINAL,,,,33.9,12.65,Africa/Tripoli,No,No
LYESI,,AS SIDR,,,,30.6353,18.3719,Africa/Tripoli,No,No
LYKHO,,AL KHUMS,,,,32.6796,14.2617,Africa/Tripoli,Yes,No
LYLMQ,,MARSA BREGA,,,,30.4148,19.5909,Africa/Tripoli,No,No
LYMEL,,MELLITAH,,,,32.876,12.2465,Africa/Tripoli,No,No
LYMHR,,MARSA EL HARIGA,,,,32.0624,24.0132,Africa/Tripoli,No,No
LYMRA,,MISURATA,,LY,MSR,32.3715,15.2218,Africa/Tripoli,Yes,Yes
LYRLA,,RAS LANUF,,,,30.5074,18.5861,Africa/Tripoli,No,No
LYTIP,,TRIPOLI,,,,32.9188,13.2197,Africa/Tripoli,No,No
LYZUE,,ZUEITINA,,,,30.85,20,Africa/Tripoli,No,No
MAAGA,,AGADIR,,MA,AGA,30.4201,-9.6398,Africa/Casablanca,Yes,Yes
MACAS,,CASABLANCA,,MA,CAS,33.6155,-7.5961,Africa/Casablanca,Yes,Yes
MAEUN,,LAAYOUNE,,,,27.0836,-13.4332,Africa/El_Aaiun,No,No
MAJFL,,JORF LASFAR,,,,33.1293,-8.6341,Africa/Casablanca,No,No
MAMOH,,MOHAMMEDIA,,,,33.7211,-7.3854,Africa/Casablanca,No,No
MANDR,,NADOR,,,,35.2121,-2.8564,Africa/Casablanca,No,No
MAPTM,,TANGER MED,,,,35.8993,-5.5,Africa/Casablanca,No,No
MASFI,,SAFI,,,,32.3133,-9.2533,Africa/Casablanca,No,No
MATNG,,TANGIER,,MA,TGRM,35.7901,-5.7923,Africa/Casablanca,Yes,Yes
MCMCM,,MONTE CARLO,,,,43.737,7.431,Europe/Monaco,No,No
MEBAR,,BAR,,,,42.1004,19.0807,Europe/Podgorica,No,No
MEKOT,,KOTOR,,,,42.435,18.7651,Europe/Podgorica,No,No
MGDIE,,ANTSIRANANA,,,,-12.2639,49.2968,Indian/Antananarivo,No,No
MGEHL,,EHOALA,,,,-25.066,46.9653,Indian/Antananarivo,No,No
MGFTU,,FORT DAUPHIN,,,,-25.0556,46.9666,Indian/Antananarivo,No,No
MGMJN,,MAJUNGA,,,,-15.712,46.2974,Indian/Antananarivo,No,No
MGNOS,,NOSY-BE,,,,-13.2459,48.1979,Indian/Antananarivo,No,No
MGTLE,,TOLIARA,,,,-23.3692,43.6619,Indian/Antananarivo,No,No
MGTOA,MGTMM,TOAMASINA,TAMATAVE,MG,TMT,-18.1489,49.4277,Indian/Antananarivo,Yes,Yes
MGVOH,,VOHEMAR,,,,-13.3602,49.9969,Indian/Antananarivo,No,No
MHMAJ,,MAJURO,,,,7.1028,171.3623,Pacific/Majuro,No,No
MMRGN,,YANGON,,MM,YANG,16.759,96.1768,Asia/Rangoon,Yes,Yes
MMTVY,,DAWE,,,,14.0627,98.1857,Asia/Rangoon,No,No
MPSPN,,SAIPAN,,,,15.23,145.7325,Pacific/Saipan,No,No
MQFDF,,FORT DE FRANCE,FORT-DE-FRANCE,,,14.5996,-61.0635,America/Martinique,No,No
MRNDB,,NOUADHIBOU,PORT ETIENNE,MR,NUD,20.8166,-17.0323,Africa/Nouakchott,Yes,Yes
MRNKC,,NOUAKCHOTT,,MR,NKT,18.0031,-16.0346,Africa/Nouakchott,Yes,Yes
MTMAR,,MARSAXLOKK,,MT,MXK,35.8075,14.5566,Europe/Malta,Yes,Yes
MTMLA,,VALLETTA,MALTA,,,35.9001,14.5215,Europe/Malta,Yes,No
MUPLU,,PORT LOUIS,,MU,POL,-20.1412,57.4829,Indian/Mauritius,Yes,Yes
MVMLE,,MALE,,,,4.1826,73.5059,Indian/Maldives,No,No
MXACA,,ACAPULCO,,,,16.8455,-99.8972,America/Mexico_City,No,No
MXATM,,ALTAMIRA,,,,22.4879,-97.8544,America/Monterrey,Yes,No
MXCAT,,CAYO ARCAS TERMINAL,,,,20.1833,-91.9833,America/Merida,No,No
MXCOM,,COSTA MAYA,,,,18.7249,-87.6904,America/Cancun,No,No
MXCRI,,CEDROS ISLAND,,,,28.0308,-115.1872,America/Santa_Isabel,No,No
MXCZM,,COZUMEL,,,,20.5152,-86.9557,America/Cancun,No,No
MXDBT,,DOS BOCAS,,,,18.4443,-93.2047,America/Mexico_City,No,No
MXESE,,ENSENADA,,MX,ENS,31.8481,-116.6231,America/Tijuana,Yes,Yes
MXGYM,,GUAYMAS,,,,27.9165,-110.8618,America/Hermosillo,No,No
MXLAP,,LA PAZ,,,,24.1855,-110.3083,America/Mazatlan,No,No
MXLZC,,LAZARO CARDENAS,,MX,LAZ,17.9332,-102.1799,America/Mexico_City,Yes,Yes
MXMZT,,MAZATLAN,,,,23.1784,-106.4201,America/Mazatlan,Yes,No
MXPAJ,,PAJARITOS,,,,18.1402,-94.4089,America/Mexico_City,No,No
MXPGO,,PROGRESO,,,,21.2832,-89.7052,America/Tijuana,No,No
MXRBG,,COATZACOALCOS,,,,18.1487,-94.4092,America/Mexico_City,No,No
MXSCX,,SALINA CRUZ,,MX,SCZ,16.1498,-95.2109,America/Mexico_City,Yes,Yes
MXSMI,,ISLA SAN MARCOS,,,,27.1902,-112.0897,America/Mazatlan,No,No
MXTAM,,TAMPICO,,,,22.2078,-97.8543,America/Monterrey,No,No
MXTPB,,TOPOLOBAMPO,,,,25.5822,-109.0558,America/Hermosillo,No,No
MXTUX,,TUXPAN,,,,20.9466,-97.3949,America/Mexico_City,No,No
MXVER,,VERA CRUZ,,,,19.2023,-96.1113,America/Mexico_City,Yes,No
MXZLO,,MANZANILLO,,MX,MAN,19.0632,-104.3131,America/Mexico_City,Yes,Yes
MXZRO,,ROSARITO,,,,32.3643,-117.0853,America/Tijuana,No,No
MYANG,,ANGSI TERMINAL,,,,5.0833,104.6833,Etc/GMT-7,No,No
MYBGR,MYBGK,BUNGA RAYA,BUNGA KEKWA TERMINAL,,,6.9666,104.15,Etc/GMT-8,No,No
MYBKI,,KOTA KINABALU,,MY,KKB,5.9947,116.0772,Asia/Kuching,Yes,Yes
MYBTU,,BINTULU,,MY,BTR,3.2557,113.0492,Asia/Kuching,Yes,Yes
MYBWH,,BUTTERWORTH,BAGAN LUAR,MY,BTW,5.4041,100.3421,Asia/Kuala_Lumpur,Yes,Yes
MYJHB,,JOHOR BAHRU,,,,1.4468,103.7564,Asia/Kuala_Lumpur,No,No
MYKCH,,KUCHING,KUCHING SARAWAK,MY,KUC,1.5592,110.3551,Asia/Kuching,Yes,Yes
MYKEM,,KEMAMAN,,,,4.2506,103.4661,Asia/Kuala_Lumpur,No,No
MYKIK,,KIKEH OIL FIELD,,,,6.12,112.84,Asia/Kuching,No,No
MYKTE,,KERTEH,,,,4.5917,103.4633,Asia/Kuala_Lumpur,No,No
MYKUA,,KUANTAN,,MY,KUA,3.8052,103.3432,Asia/Kuala_Lumpur,Yes,Yes
MYKUN,,KUNAK,,,,4.6995,118.2574,Asia/Kuching,No,No
MYLBU,,LABUAN,,,,5.2731,115.2396,Asia/Kuching,No,No
MYLDU,,LAHAD DATU,,,,5.017,118.3489,Asia/Kuching,No,No
MYLGK,,LANGKAWI,,,,6.4317,99.7637,Asia/Kuala_Lumpur,No,No
MYLUM,,LUMUT,,,,4.2267,100.579,Asia/Kuala_Lumpur,No,No
MYMKZ,,MALACCA,,,,2.1839,102.2421,Asia/Kuala_Lumpur,No,No
MYMYY,,MIRI,,,,4.3935,113.9732,Asia/Kuching,No,No
MYPDI,,PORT DICKSON,,,,2.5187,101.7945,Asia/Kuala_Lumpur,No,No
MYPEN,,PENANG,GEORGETOWN,,,5.2879,100.2922,Asia/Kuala_Lumpur,Yes,No
MYPGU,,PASIR GUDANG,JOHOR,,,1.4287,103.8992,Asia/Kuala_Lumpur,No,No
MYPKG,MYLPK,PORT KLANG,"PT KLANG,NORTHPORT",MY,KLG,3.0373,101.3547,Asia/Kuala_Lumpur,Yes,Yes
MYPMT,,PENARA MARINW TERMINAL,,,,6.2833,105.0333,Etc/GMT-7,No,No
MYSDK,,SANDAKAN,,,,5.8367,118.1242,Asia/Kuching,No,No
MYSPT,,SIPITANG,,,,5.0835,115.5416,Asia/Kuching,No,No
MYTEI,,TELUK RUBIAH,,,,4.1358,100.618,Asia/Kuala_Lumpur,No,No
MYTKI,,TANJONG KIDURONG,,,,3.2605,113.0601,Asia/Kuching,No,No
MYTLA,,TANJUNG LANGSAT,,,,1.4457,104.0068,Asia/Kuala_Lumpur,No,No
MYTMP,,TANJUNG MANIS,,,,2.1431,111.2501,Asia/Kuching,No,No
MYTPP,,TANJUNG PELEPAS,,MY,TGP,1.3531,103.542,Asia/Kuala_Lumpur,Yes,Yes
MYTWU,,TAWAU,,MY,TAW,4.2421,117.8765,Asia/Kuching,Yes,Yes
MYWSP,,WESTPORT,PORT KLANG,,,3.0022,101.3461,Asia/Kuala_Lumpur,No,No
MZBEW,,BEIRA,,MZ,BEI,-19.8329,34.8207,Africa/Maputo,Yes,Yes
MZMMW,,MOMA,,,,-16.6233,39.72,Africa/Maputo,No,No
MZMNC,,NACALA,,MZ,NAC,-14.5448,40.6623,Africa/Maputo,Yes,Yes
MZMPM,,MAPUTO,,MZ,MAP,-25.9644,32.536,Africa/Maputo,Yes,Yes
MZUEL,,QUELIMANE,,,,-17.8848,36.8815,Africa/Maputo,No,No
NAWVB,,WALVIS BAY,,NA,WAL,-22.9396,14.4958,Africa/Windhoek,Yes,Yes
NCBUG,,BAIE UGUE MONEO,,,,-21.1386,165.561,Pacific/Noumea,No,No
NCKOU,,KOUAOUA,,,,-21.395,165.8365,Pacific/Noumea,No,No
NCNAK,,NAKETY,,,,-21.5239,166.077,Pacific/Noumea,No,No
NCNOU,,NOUMEA,,,,-22.2612,166.4317,Pacific/Noumea,No,No
NCTON,,TONTOUTA,,,,-22.0458,166.0782,Pacific/Noumea,No,No
NCTUD,,TEOUDIE,,,,-20.75,164.35,Pacific/Noumea,No,No
NGABM,,AGBAMI OIL FIELD,,,,3.4626,5.5605,Africa/Lagos,No,No
NGAPP,,APAPA,,,,6.4486,3.3833,Africa/Lagos,No,No
NGBON,,BONNY,,,,4.4435,7.1575,Africa/Lagos,No,No
NGBOT,,BONGA TERMINAL,,,,4.55,4.6167,Africa/Lagos,No,No
NGBRA,,BRASS,BRASS OFF-SHORE TERMINAL,,,4.278,6.2339,Africa/Lagos,No,No
NGEBO,,EBOK TERMINAL,,,,4,8,Africa/Lagos,No,No
NGERT,,ERHA TERMINAL,,,,5.6,4.6,Africa/Lagos,No,No
NGESC,,ESCRAVOS,,,,5.5,5,Africa/Lagos,No,No
NGFOR,,FORCADOS,,,,5.3741,5.3058,Africa/Lagos,No,No
NGIMA,,IMA TERMINAL,,,,4.2166,7.3833,Africa/Lagos,No,No
NGLOS,NGTIN,LAGOS,TINCAN,NG,LAG,6.4288,3.3538,Africa/Lagos,Yes,Yes
NGODU,,ODUDU,,,,4.0083,7.7578,Africa/Lagos,No,No
NGOKN,,OKONO TERMINAL,,,,3.9833,7.2833,Africa/Lagos,No,No
NGOKW,,OKWORI TERMINAL,,,,3.85,6.9833,Africa/Lagos,No,No
NGONN,,ONNE,,NG,ONN,4.6688,7.1547,Africa/Lagos,Yes,Yes
NGPEN,,PENNINGTON TERMINAL,,,,4.6333,5.4333,Africa/Lagos,No,No
NGPHC,,PORT HARCOURT,,,,4.7726,7.0031,Africa/Lagos,No,No
NGQIB,,QUA IBOE,KWA IBO,,,4.5269,7.992,Africa/Lagos,No,No
NICIO,,CORINTO,,NI,COO,12.484,-87.1907,America/Managua,Yes,Yes
NIPSN,,PUERTO SANDINO,,,,12.1944,-86.7758,America/Managua,No,No
NISJS,,SAN JUAN DEL SUR,,,,11.2533,-85.8837,America/Managua,No,No
NLAMS,,AMSTERDAM,,,,52.3791,4.9417,Europe/Amsterdam,Yes,No
